,activity_id,additional_allowed_model_components,description,end_year,experiment,experiment_id,min_number_yrs_per_sim,parent_activity_id,parent_experiment_id,required_model_components,start_year,sub_experiment_id,tier
84,['CMIP'],"['AER', 'CHEM']",CMIP6 historical (CO2 emission-driven),2014,all-forcing simulation of the recent past with atmospheric CO2 concentration calculated,esm-hist,165,['CMIP'],['esm-piControl'],"['AOGCM', 'BGC']",1850,['none'],1
85,['CMIP'],"['AER', 'CHEM']",Extension beyond 2014 of the CMIP6 historical (CO2 emission-driven),present,post-2014 all-forcing simulation with atmospheric CO2 concentration calculated,esm-hist-ext,1,['CMIP'],['esm-hist'],"['AOGCM', 'BGC']",2015,['none'],2
86,['PMIP'],"['AER', 'CHEM']","Parallel experiment to past1000, but for model set-ups with interactive carbon cycle. Main forcings: trace gases, volcanoes, solar variability, land-use",1849,last millennium experiment with interactive carbon cycle,esm-past1000,1000,['no parent'],['no parent'],"['AOGCM', 'BGC']",850,['none'],3
87,['CDRMIP'],"['AER', 'CHEM']",100 Gt C instantly added (positive pulse) to a pre-industrial atmosphere (part of the CDR-pi-pulse experiment),,pulse addition of 100 Gt carbon to pre-industrial atmosphere,esm-pi-CO2pulse,100,['CMIP'],['esm-piControl'],"['AOGCM', 'BGC']",,['none'],1
88,['CDRMIP'],"['AER', 'CHEM']",100 Gt C instantly removed (negative pulse) from a pre-industrial atmosphere (part of the CDR-pi-pulse experiment),,pulse removal of 100 Gt carbon from pre-industrial atmosphere,esm-pi-cdr-pulse,100,['CMIP'],['esm-piControl'],"['AOGCM', 'BGC']",,['none'],1
89,['CMIP'],"['AER', 'CHEM']",DECK: control (emission-driven),,pre-industrial control simulation with CO2 concentration calculated,esm-piControl,500,['CMIP'],['esm-piControl-spinup'],"['AOGCM', 'BGC']",,['none'],1
90,['CMIP'],"['AER', 'CHEM']",DECK: spin-up portion of the control (emission-driven),,pre-industrial control simulation with CO2 concentration calculated (spin-up),esm-piControl-spinup,100,['no parent'],['no parent'],"['AOGCM', 'BGC']",,['none'],2
91,['CDRMIP'],"['AER', 'CHEM']",CO2 emissions driven SSP5-3.4 overshoot scenario simulation optionally extending to year 2300 (part of the CDR-overshoot experiment),2100 or 2300,emission-driven SSP5-3.4-OS scenario,esm-ssp534-over,61,['C4MIP'],['esm-ssp585'],"['AOGCM', 'BGC']",2040,['none'],2
92,['C4MIP'],"['AER', 'CHEM']",Emissions-driven future scenario simulation,2100,emission-driven RCP8.5 based on SSP5,esm-ssp585,86,['CMIP'],['esm-hist'],"['AOGCM', 'BGC']",2015,['none'],1
93,['CDRMIP'],"['AER', 'CHEM']",emission driven SSP5-8.5 scenario with 0.14 Pmol/yr alkalinity added to ice free ocean surface waters from 2020 optionally extended from 2100 to 2300 (part of the CDR-ocean-alk experiment),2100 or 2300,emission-driven SSP5-8.5 scenario but with ocean alkalinization from year 2020 onward,esm-ssp585-ocn-alk,81,['C4MIP'],['esm-ssp585'],"['AOGCM', 'BGC']",2020,['none'],2
94,['CDRMIP'],"['AER', 'CHEM']",Simulation of abrupt termination of ocean alkalinsation in 2070 during an emission driven SSP5-8.5 scenario (part of the CDR-ocean-alk experiment),2100,emission-driven SSP5-8.5 scenario with alkalinization terminated in year 2070,esm-ssp585-ocn-alk-stop,31,['CDRMIP'],['esm-ssp585-ocn-alk'],"['AOGCM', 'BGC']",2070,['none'],3
95,['LUMIP'],"['AER', 'CHEM']","Additional land use policy sensitivity simulation for high radiative forcing scenario, keep all forcings the same as in C4MIP esmssp5-8.5 scenario except use SSP1-2.6 land use; emission driven",2100,emissions-driven SSP5-8.5 with SSP1-2.6 land use,esm-ssp585-ssp126Lu,86,['CMIP'],['esm-hist'],"['AOGCM', 'BGC']",2015,['none'],1
96,['CDRMIP'],"['AER', 'CHEM']",Long term extension of CO2 emissions driven SSP5-8.5 with SSP1-2.6 land use forcing (part of the CDR-afforestation experiment),2300,extension of the LUMIP emissions-driven simulation following SSP5-8.5 with SSP1-2.6 land use,esm-ssp585-ssp126Lu-ext,200,['LUMIP'],['esm-ssp585-ssp126Lu'],"['AOGCM', 'BGC']",2101,['none'],2
97,['CDRMIP'],"['AER', 'CHEM']",Long term extension of CO2 emissions driven SSP5-8.5 scenario (used in the CDR-afforestation and CDR-ocean-alk experiments),2300,emission-driven long-term extension of the SSP5-8.5 scenario,esm-ssp585ext,200,['C4MIP'],['esm-ssp585'],"['AOGCM', 'BGC']",2101,['none'],2
98,['CDRMIP'],"['AER', 'CHEM']","Upon initialization from end of year 2015 of esm-yr2010CO2-control instantaneously introduce 100 Gt C (""positive pulse""; part of the CDR-yr2010-pulse experiment)",2115,instantaneous 100 Gt C addition to an industrial era atmosphere,esm-yr2010CO2-CO2pulse,101,['CDRMIP'],['esm-yr2010CO2-control'],"['AOGCM', 'BGC']",2015,['none'],3
99,['CDRMIP'],"['AER', 'CHEM']","Upon initialization from end of year 2015 of esm-yr2010CO2-control instantaneously remove 100 Gt C (""negative pulse""; part of the CDR-yr2010-pulse experiment",2115,instantaneous 100 Gt C removal from industrial era atmosphere,esm-yr2010CO2-cdr-pulse,101,['CDRMIP'],['esm-yr2010CO2-control'],"['AOGCM', 'BGC']",2015,['none'],3
100,['CDRMIP'],"['AER', 'CHEM']",Forced with CO2 emissions diagnosed from historical and yr2010CO2 simulations and all other forcings the same as in that simulation (part of the CDR-yr2010-pulse experiment),2115,historical emissions followed by fixed 2010 emissions (both model-diagnosed),esm-yr2010CO2-control,266,['CDRMIP'],['esm-piControl'],"['AOGCM', 'BGC']",1850,['none'],3
101,['CDRMIP'],"['AER', 'CHEM']",Upon initialization from end of year 2015 of esm-yr2010-control CO2 emissions are fixed at zero; all other forcing fixed at 2010 level (part of the CDR-yr2010-pulse experiment),2115,branches from esm-yr2010CO2-control with zero emissions,esm-yr2010CO2-noemit,101,['CDRMIP'],['esm-yr2010CO2-control'],"['AOGCM', 'BGC']",2015,['none'],3
102,['FAFMIP'],"['AER', 'CHEM', 'BGC']","1xCO2 experiment, parallel to piControl, forced over the ocean simultaneously by surface windstress (as in the wind experiment), net heat flux (as in the heat experiment) and net freshwater flux (as in the water experiment) anomalies obtained from the CMIP5 ensemble mean of 1pctCO2 experiments at the time of 2xCO2, using a passive tracer to prevent negative climate feedback on the heat flux applied",,"control plus perturbative surface fluxes of momentum, heat and water into ocean",faf-all,70,['CMIP'],['piControl'],['AOGCM'],,['none'],2
103,['FAFMIP'],"['AER', 'CHEM', 'BGC']","1xCO2 experiment, parallel to piControl, forced over the ocean with the momentum flux perturbation field of faf-stress and a surface freshwater flux of 0.1 Sv in total to be applied uniformly around the coast of Antarctica in whatever way is most suitable in the model",,"control plus perturbative surface fluxes of momentum and freshwater into ocean, the latter around the coast of Antarctica only",faf-antwater-stress,70,['CMIP'],['piControl'],['AOGCM'],,['none'],2
104,['FAFMIP'],"['AER', 'CHEM', 'BGC']","1xCO2 experiment, parallel to piControl, forced over the ocean by surface net heat flux anomalies obtained from the CMIP5 ensemble mean of 1pctCO2 experiments at the time of 2xCO2, using a passive tracer to prevent negative climate feedback on the heat flux applied",,control plus perturbative surface flux of heat into ocean,faf-heat,70,['CMIP'],['piControl'],['AOGCM'],,['none'],1
105,['FAFMIP'],"['AER', 'CHEM', 'BGC']","1xCO2 experiment, parallel to piControl, forced over the ocean by the same method and with the same surface net heat flux perturbation field as in faf-heat, except that within part of the North Atlantic ocean the perturbation is zero",,control plus perturbative surface flux of heat into ocean,faf-heat-NA0pct,70,['CMIP'],['piControl'],['AOGCM'],,['none'],2
106,['FAFMIP'],"['AER', 'CHEM', 'BGC']","1xCO2 experiment, parallel to piControl, forced over the ocean by the same method and with the same surface net heat flux perturbation field as in faf-heat, except that within part of the North Atlantic ocean the perturbation is multiplied by 0.5",,control plus perturbative surface flux of heat into ocean,faf-heat-NA50pct,70,['CMIP'],['piControl'],['AOGCM'],,['none'],1
107,['FAFMIP'],"['AER', 'CHEM', 'BGC']","1xCO2 experiment, parallel to piControl, with a flux of passive tracer added at the ocean surface at the same rate as the surface net heat flux anomaly applied in the FAFMIP heat experiment",,control plus surface flux of passive heat tracer into ocean,faf-passiveheat,70,['CMIP'],['piControl'],['AOGCM'],,['none'],2
108,['FAFMIP'],"['AER', 'CHEM', 'BGC']","1xCO2 experiment, parallel to piControl, forced over the ocean by surface windstress anomalies obtained from the CMIP5 ensemble mean of 1pctCO2 experiments at the time of 2xCO2",,control plus perturbative surface flux of momentum into ocean,faf-stress,70,['CMIP'],['piControl'],['AOGCM'],,['none'],1
109,['FAFMIP'],"['AER', 'CHEM', 'BGC']","1xCO2 experiment, parallel to piControl, forced over the ocean by surface net freshwater flux anomalies obtained from the CMIP5 ensemble mean of 1pctCO2 experiments at the time of 2xCO2",,control plus perturbative surface flux of water into ocean,faf-water,70,['CMIP'],['piControl'],['AOGCM'],,['none'],1
110,['PAMIP'],"['AER', 'CHEM', 'BGC']",PA1.4: investigate role of SST in polar amplification,2001,Atmosphere time slice with future SST and present day SIC,futSST-pdSIC,1,['CMIP'],['amip'],['AGCM'],2000,['none'],2
111,['GeoMIP'],"['AER', 'CHEM']",Time slice at year 100 of G1ext to examine radiative forcing of abrupt-4xCO2 and G1,,year 100 SSTs from abrupt-4xCO2 with quadrupled CO2 and solar reduction,futureSST-4xCO2-solar,10,['GeoMIP'],['G1'],['AGCM'],,['none'],2
112,['HighResMIP'],['AER'],Coupled integrations with SSP5 forcing (nearest to CMIP5 RCP8.5 (as in highresSST-future),2050,coupled future 2015-2050 using a scenario as close to CMIP5 RCP8.5 as possible within CMIP6,highres-future,36,['HighResMIP'],['hist-1950'],['AOGCM'],2015,['none'],2
113,['HighResMIP'],['AER'],"Similar to CFMIP amip-4xCO2, SSTs are held at highresSST-present values and the CO2 seen by the radiation scheme is quadrupled",2014,highresSST-present SST with 4xCO2 concentrations,highresSST-4xCO2,36,['HighResMIP'],['highresSST-present'],['AGCM'],1979,['none'],3
114,['HighResMIP'],['AER'],"Forced global atmosphere-land simulations as highresSST-present, but using an common LAI dataset across models",2014,common LAI dataset within the highresSST-present experiment,highresSST-LAI,36,['HighResMIP'],['highresSST-present'],['AGCM'],1979,['none'],3
115,['HighResMIP'],['AER'],Extend highresSST-present to 2050 with agreed SSP5/RCP8.5 forcings (with option to extend further to 2100),2050,forced atmosphere experiment for 2015-2050 using SST/sea-ice derived from CMIP5 RCP8.5 simulations and a scenario as close to RCP8.5 as possible within CMIP6,highresSST-future,36,['HighResMIP'],['highresSST-present'],['AGCM'],2015,['none'],3
116,['HighResMIP'],['AER'],"Similar to CFMIP amip-p4K, add a uniform warming of 4K to highresSST-present SSTs and run the experiment parallel to highresSST-present",2014,uniform 4K warming of highresSST-present SST,highresSST-p4K,36,['HighResMIP'],['highresSST-present'],['AGCM'],1979,['none'],3
117,['HighResMIP'],['AER'],"Forced global atmosphere-land simulations using daily 1/4 degree SST and sea-ice forcings, and aerosol optical properties (not emissions) to constrain model spread",2014,forced atmosphere experiment for 1950-2014,highresSST-present,65,['no parent'],['no parent'],['AGCM'],1950,['none'],1
118,['HighResMIP'],['AER'],"Forced global atmosphere-land simulations as highresSST-present, but using smoothed SST to investigate impact of SST variability",2014,smoothed SST version of highresSST-present,highresSST-smoothed,36,['HighResMIP'],['highresSST-present'],['AGCM'],1979,['none'],3
119,['HighResMIP'],['AER'],Coupled integrations with historic external forcings (as in highresSST-present),2014,coupled historical 1950-2014,hist-1950,65,['HighResMIP'],['spinup-1950'],['AOGCM'],1950,['none'],2
120,['AerChemMIP'],['BGC'],"Historical WMGHG concentrations and NTCF emissions, 1950 halocarbon concentrations, start 1950",2014,"historical forcing, but with1950s halocarbon concentrations; initialized in 1950",hist-1950HC,65,['CMIP'],['historical'],"['AOGCM', 'AER', 'CHEM']",1950,['none'],1
121,['DAMIP'],"['AER', 'CHEM', 'BGC']",Historical CO2-only run,2020,historical CO2-only run,hist-CO2,171,['CMIP'],['piControl'],['AOGCM'],1850,['none'],3
122,['DAMIP'],"['AER', 'CHEM', 'BGC']","Historical well-mixed GHG-only run. Models with interactive chemistry schemes should either turn off the chemistry or use a preindustrial climatology of stratospheric and tropospheric ozone in their radiation schemes. This will ensure that ozone is fixed in all these simulations, and simulated responses in models with and without coupled chemistry are comparable",2020,historical well-mixed GHG-only run,hist-GHG,171,['CMIP'],['piControl'],['AOGCM'],1850,['none'],1
123,['DAMIP'],"['AER', 'CHEM', 'BGC']","historical well-mixed GHG-only run. Models with interactive chemistry schemes should either turn off the chemistry or use a preindustrial climatology of stratospheric and tropospheric ozone in their radiation schemes. This will ensure that ozone is fixed in all these simulations, and simulated responses in models with and without coupled chemistry are comparable (CMIP5-era historical [1850-2005] and RCP4.5 [2006-2020] forcing)",2020,historical well-mixed GHG-only run (CMIP5-era historical [1850-2005] and RCP4.5 [2006-2020] forcing),hist-GHG-cmip5,171,['CMIP'],['piControl-cmip5'],['AOGCM'],1850,['none'],3
124,['DAMIP'],"['AER', 'CHEM', 'BGC']",historical anthropogenic aerosols-only run,2020,historical anthropogenic aerosols-only run,hist-aer,171,['CMIP'],['piControl'],['AOGCM'],1850,['none'],1
125,['DAMIP'],"['AER', 'CHEM', 'BGC']",historical anthropogenic aerosols-only run (CMIP5-era historical [1850-2005] and RCP4.5 [2006-2020] forcing),2020,historical anthropogenic aerosols-only run (CMIP5-era historical [1850-2005] and RCP4.5 [2006-2020] forcing),hist-aer-cmip5,171,['CMIP'],['piControl-cmip5'],['AOGCM'],1850,['none'],3
126,['DAMIP'],"['AER', 'CHEM', 'BGC']",Historical ALL forcing run with alternate estimates of aerosol concentrations/emissions,2020,historical ALL-forcing run with alternate estimates of aerosol forcing,hist-all-aer2,171,['CMIP'],['piControl'],['AOGCM'],1850,['none'],3
127,['DAMIP'],"['AER', 'CHEM', 'BGC']",Historical ALL forcing run with alternates estimate of solar and volcanic forcing,2020,historical ALL-forcing run with alternate estimates of natural forcing,hist-all-nat2,171,['CMIP'],['piControl'],['AOGCM'],1850,['none'],3
128,['C4MIP'],"['AER', 'CHEM']","Concentration-driven historical simulation, biogeochemically-coupled",2014,biogeochemically-coupled version of the simulation of the recent past with CO2 concentration prescribed,hist-bgc,165,['CMIP'],['piControl'],"['AOGCM', 'BGC']",1850,['none'],2
129,['DAMIP'],"['AER', 'CHEM', 'BGC']",Historical natural-only run,2020,historical natural-only run,hist-nat,171,['CMIP'],['piControl'],['AOGCM'],1850,['none'],1
130,['DAMIP'],"['AER', 'CHEM', 'BGC']",historical natural-only run (CMIP5-era historical [1850-2005] and RCP4.5 [2006-2020] forcing),2020,historical natural-only run (CMIP5-era historical [1850-2005] and RCP4.5 [2006-2020] forcing),hist-nat-cmip5,171,['CMIP'],['piControl-cmip5'],['AOGCM'],1850,['none'],3
131,['LUMIP'],"['AER', 'CHEM', 'BGC']","Same as CMIP6 historical but with land cover held at 1850, no human activity; concentration driven",2014,historical with no land-use change,hist-noLu,165,['CMIP'],['piControl'],['AOGCM'],1850,['none'],1
132,['AerChemMIP'],"['CHEM', 'BGC']","Historical WMGHG, halocarbon concentrations and O3 precursor emissions, 1850 aerosol precursor emissions",2014,"historical forcing, but with pre-industrial aerosol emissions",hist-piAer,165,['CMIP'],['piControl'],"['AOGCM', 'AER']",1850,['none'],2
133,['AerChemMIP'],"['CHEM', 'BGC']","Historical WMGHG and halocarbons concentrations, 1850 NTCF emissions",2014,"historical forcing, but with pre-industrial NTCF emissions",hist-piNTCF,165,['CMIP'],['piControl'],"['AOGCM', 'AER']",1850,['none'],1
134,['GMMIP'],"['AER', 'CHEM', 'BGC']","Pacemaker 20th century historical run that includes all forcing as used in CMIP6 Historical Simulation, and the observational historical SST is restored in the AMO domain (0deg-70degN, 70degW-0deg)",2014,"initialized from ""historical"" run year 1870 and SSTs in the AMO domain (0deg-70degN, 70degW-0deg) restored to AMIP SSTs with historical forcings",hist-resAMO,145,['CMIP'],['historical'],['AOGCM'],1870,['none'],2
135,['GMMIP'],"['AER', 'CHEM', 'BGC']","Pacemaker 20th century historical run that includes all forcing as used in CMIP6 Historical Simulation, and the observational historical SST is restored in the tropical lobe of the IPO domain (20degS-20degN, 175degE-75degW)",2014,"initialized from ""historical"" run year 1870 and SSTs in tropical lobe of the IPO domain (20degS-20degN, 175degE-75degW) restored to AMIP SSTs with historical forcings",hist-resIPO,145,['CMIP'],['historical'],['AOGCM'],1870,['none'],2
136,['DAMIP'],"['AER', 'CHEM', 'BGC']",Historical solar-only transient simulation using settings from CMIP6 historical simulation but fixed GHG and ODS (1850 level),2020,historical solar-only run,hist-sol,171,['CMIP'],['piControl'],['AOGCM'],1850,['none'],3
137,['RFMIP'],"['CHEM', 'BGC']",Prescribed anthropogenic aerosol optical properties. Changes in aerosols only,2014,"historical simulation with specified anthropogenic aerosols, no other forcings",hist-spAer-aer,165,['CMIP'],['piControl'],['AOGCM'],1850,['none'],2
138,['RFMIP'],"['CHEM', 'BGC']",Prescribed anthropogenic aerosol optical properties. All forcings,2014,historical simulation with specified anthropogenic aerosols,hist-spAer-all,165,['CMIP'],['piControl'],['AOGCM'],1850,['none'],1
139,['DAMIP'],"['AER', 'BGC']","Historical stratospheric ozone-only. In models with coupled chemistry, the chemistry scheme should be turned off, and the simulated ensemble mean monthly mean 3D stratospheric ozone concentrations from the CMIP6 historical simulations should be prescribed. Tropospheric ozone should be fixed at 3D long-term monthly mean piControl values, with a value of 100 ppbv ozone concentration in this piControl climatology used to separate the troposphere from the stratosphere. In models without coupled chemistry the same stratospheric ozone prescribed in the CMIP6 historical simulations should be prescribed. Stratospheric ozone concentrations will be provided by CCMI",2020,historical stratospheric ozone-only run,hist-stratO3,171,['CMIP'],['piControl'],['AOGCM'],1850,['none'],2
140,['DAMIP'],"['AER', 'BGC']","Historical total ozone-only. In models with coupled chemistry, the chemistry scheme should be turned off, and the simulated ensemble mean monthly mean 3D ozone concentrations from the CMIP6 historical simulations should be prescribed through the depth of the atmosphere. In models without coupled chemistry the same ozone prescribed in the CMIP6 historical simulations should be prescribed",2020,historical total ozone-only run,hist-totalO3,171,['CMIP'],['piControl'],['AOGCM'],1850,['none'],3
141,['DAMIP'],"['AER', 'CHEM', 'BGC']",Historical volcanic-only run,2020,historical volcanic-only run,hist-volc,171,['CMIP'],['piControl'],['AOGCM'],1850,['none'],3
142,['AerChemMIP'],"['CHEM', 'BGC']",Historical transient with SSTs prescribed from historical,2014,historical prescribed SSTs and historical forcing,histSST,165,['CMIP'],['piControl'],"['AGCM', 'AER']",1850,['none'],1
143,['AerChemMIP'],['BGC'],"Historical WMGHG concentrations and NTCF emissions, 1950 halocarbon concentrations",2014,"historical SSTs and historical forcing, but with 1950 halocarbon concentrations. Experiment is initialized from histSST (AerChemMIP) simulation from January 1950",histSST-1950HC,65,['AerChemMIP'],['histSST'],"['AGCM', 'AER', 'CHEM']",1950,['none'],1
144,['AerChemMIP'],"['AER', 'CHEM', 'BGC']",An uncoupled (atmosphere and land) experiment in which sea surface temperatures (SST) and sea ice concentrations (SICONC) are taken from historical (as in existing histSST experiment). All forcing agents to follow historical except LULCC. LULCC set to 1850 (exactly following hist-noLu prescription),2014,"historical SSTs and historical forcing, but with pre-industrial LULCC",histSST-noLu,165,['CMIP'],['piControl'],['AGCM'],1850,['none'],1
145,['AerChemMIP'],"['CHEM', 'BGC']","Historical WMGHG, halocarbon concentrations and tropospheric ozone precursors emissions, 1850 aerosol precursor emissions, prescribed SSTs",2014,"historical SSTs and historical forcing, but with pre-industrial aerosol emissions",histSST-piAer,165,['CMIP'],['piControl'],"['AGCM', 'AER']",1850,['none'],2
146,['AerChemMIP'],['BGC'],"Historical (non-CH4) WMGHG concentrations and NTCF emissions, 1850 CH4 concentrations",2014,"historical SSTs and historical forcing, but with pre-industrial methane concentrations",histSST-piCH4,165,['CMIP'],['piControl'],"['AGCM', 'AER', 'CHEM']",1850,['none'],1
147,['AerChemMIP'],['BGC'],"Historical (non-N2O) WMGHG concentrations and NTCF emissions, 1850 N2O concentrations",2014,"historical SSTs and historical forcings, but with pre-industrial N2O concentrations",histSST-piN2O,165,['CMIP'],['piControl'],"['AGCM', 'AER', 'CHEM']",1850,['none'],2
148,['AerChemMIP'],"['CHEM', 'BGC']","Historical WMGHG concentrations and halocarbons emissions, 1850 NTCF emissions, prescribed SSTs",2014,"historical SSTs and historical forcing, but with pre-industrial NTCF emissions",histSST-piNTCF,165,['CMIP'],['piControl'],"['AGCM', 'AER']",1850,['none'],1
149,['AerChemMIP'],['BGC'],"Historical WMGHG, halocarbon concentrations and aerosol precursor emissions, 1850 tropospheric ozone precursors emissions, prescribed SSTs",2014,"historical SSTs and historical forcing, but with pre-industrial ozone precursor emissions",histSST-piO3,165,['CMIP'],['piControl'],"['AGCM', 'AER', 'CHEM']",1850,['none'],2
150,['CMIP'],"['AER', 'CHEM', 'BGC']",CMIP6 historical,2014,all-forcing simulation of the recent past,historical,165,"['CMIP', 'PMIP']","['piControl', 'past1000', 'past2k']",['AOGCM'],1850,['none'],1
151,['CMIP'],"['AER', 'CHEM', 'BGC']","CMIP5 historical experiment, using CMIP5-era [1850-2005] forcing",2005,all-forcing simulation of the recent past (CMIP5-era [1850-2005] forcing),historical-cmip5,156,['CMIP'],['piControl-cmip5'],['AOGCM'],1850,['none'],2
152,['CMIP'],"['AER', 'CHEM', 'BGC']",Extension beyond 2014 of the CMIP6 historical,present,post-2014 all-forcing simulation,historical-ext,1,['CMIP'],['historical'],['AOGCM'],2015,['none'],2
153,['ISMIP6'],"['AER', 'CHEM', 'BGC']",Historical simulation that includes interactive ice sheets. Set up follows the historical experiment,2014,historical with interactive ice sheet,historical-withism,165,['ISMIP6'],['piControl-withism'],"['AOGCM', 'ISM']",1850,['none'],2
154,['ISMIP6'],[''],"Idealized 1%/yr CO2 increase to 4xC02 over 140yrs and kept constant at 4xCO2 for an additional 200 to 400 yrs simulation with ice sheets forced ""offline"" with DECK 1pctCO2 using forcing from its own AOGCM",,offline ice sheet model forced by ISM's own AOGCM 1pctCO2to4x output,ism-1pctCO2to4x-self,350,['ISMIP6'],['ism-piControl-self'],['ISM'],,['none'],1
155,['ISMIP6'],[''],"Idealized 1%/yr CO2 increase to 4xC02 over 140yrs and kept constant at 4xCO2 for an additional 200 to 400 yrs simulation with ice sheets forced ""offline"" with DECK 1pctCO2 using a standard forcing",,offline ice sheet model forced by ISMIP6-specified AOGCM 1pctCO2to4x output,ism-1pctCO2to4x-std,350,['ISMIP6'],['ism-pdControl-std'],['ISM'],,['none'],1
156,['ISMIP6'],[''],Offline ice sheet evolution for the last few decades forced by amip,2014,offline ice sheet forced by ISMIP6-specified AGCM AMIP output,ism-amip-std,36,['ISMIP6'],['ism-ctrl-std'],['ISM'],1979,['none'],3
157,['ISMIP6'],[''],Offline ice sheet simulation with synthetic atmospheric dataset to explore the uncertainty in sea level due to ice sheet initialization,,offline ice sheet forced by initMIP synthetic atmospheric experiment,ism-asmb-std,100,['ISMIP6'],['ism-ctrl-std'],['ISM'],,['none'],1
158,['ISMIP6'],[''],Offline ice sheet simulation with synthetic oceanic dataset to explore the uncertainty in sea level due to ice sheet initialization,,offline ice sheet forced by initMIP synthetic oceanic experiment,ism-bsmb-std,100,['ISMIP6'],['ism-ctrl-std'],['ISM'],,['none'],1
159,['ISMIP6'],[''],Offline ice sheet control run for the initMIP experiment that explores the uncertainty in sea level due to ice sheet initialization,,offline ice sheet model initMIP control,ism-ctrl-std,100,['no parent'],['no parent'],['ISM'],,['none'],1
160,['ISMIP6'],[''],"Historical simulation using ""offline"" ice sheet models. Forcing for ice sheet model is from its own AOGCM",2014,offline ice sheet forced by ISM's own AOGCM historical output,ism-historical-self,165,['ISMIP6'],['ism-piControl-self'],['ISM'],1850,['none'],2
161,['ISMIP6'],[''],"Historical simulation using ""offline"" ice sheet models. Forcing for ice sheet model is the standard dataset based on CMIP6 AOGCM historical",2014,offline ice sheet forced by ISMIP6-specified AOGCM historical output,ism-historical-std,165,['ISMIP6'],['ism-pdControl-std'],['ISM'],1850,['none'],2
162,['ISMIP6'],[''],Last interglacial simulation of ice sheet evolution driven by PMIP lig127k,,offline ice sheet forced by ISMIP6-specified AGCM last interglacial output,ism-lig127k-std,20000,['no parent'],['no parent'],['ISM'],,['none'],3
163,['ISMIP6'],[''],"Present-day control simulation for ""offline"" ice sheets",,offline ice sheet forced by ISMIP6-specified AOGCM pdControl output,ism-pdControl-std,100,['no parent'],['no parent'],['ISM'],,['none'],1
164,['ISMIP6'],[''],"Pre-industrial control simulation for ""offline"" ice sheets",,offline ice sheet forced by ISM's own AOGCM piControl output,ism-piControl-self,500,['no parent'],['no parent'],['ISM'],,['none'],1
165,['ISMIP6'],[''],"Future climate ScenarioMIP SSP5-8.5 simulation using ""offline"" ice sheet models. Forcing for ice sheet model is from its own AOGCM",2100 or 2300,offline ice sheet forced by ISM's own AOGCM ssp585 output,ism-ssp585-self,86,['ISMIP6'],['ism-historical-self'],['ISM'],2015,['none'],2
166,['ISMIP6'],[''],"Future climate ScenarioMIP SSP5-8.5 simulation using ""offline"" ice sheet models. Forcing for ice sheet model is the standard dataset based on ScenarioMIP ssp585",2100 or 2300,offline ice sheet forced by ISMIP6-specified AOGCM ssp585 output,ism-ssp585-std,86,['ISMIP6'],['ism-historical-std'],['ISM'],2015,['none'],2
167,['LUMIP'],[''],Same as land-hist except with CO2 held constant,2014,historical land-only constant CO2,land-cCO2,165,['no parent'],['no parent'],"['LAND', 'BGC']",1850 or 1700,['none'],2
168,['LUMIP'],[''],Same as land-hist except with climate held constant,2014,historical land-only constant climate,land-cClim,165,['no parent'],['no parent'],"['LAND', 'BGC']",1850 or 1700,['none'],2
169,['LUMIP'],[''],Same as land-hist but with all new crop and pastureland treated as unmanaged grassland,2014,historical land-only with cropland as natural grassland,land-crop-grass,165,['no parent'],['no parent'],"['LAND', 'BGC']",1850 or 1700,['none'],2
170,['LUMIP'],[''],Same as land-hist but with fertilization rates and area held at 1850 levels/distribution,2014,historical land-only with no fertilizer,land-crop-noFert,165,['no parent'],['no parent'],"['LAND', 'BGC']",1850 or 1700,['none'],2
171,['LUMIP'],[''],Same as land-hist but with irrigated area held at 1850 levels,2014,historical land-only with no irrigation,land-crop-noIrrig,165,['no parent'],['no parent'],"['LAND', 'BGC']",1850 or 1700,['none'],2
172,['LUMIP'],[''],"Same as land-hist except with plants in cropland area utilizing at least some form of crop management (e.g., planting and harvesting) rather than simulating cropland vegetation as a natural grassland. Irrigated area and fertilizer area/use should be held constant",2014,historical land-only with managed crops but with irrigation and fertilization held constant,land-crop-noIrrigFert,165,['no parent'],['no parent'],"['LAND', 'BGC']",1850 or 1700,['none'],2
173,"['LS3MIP', 'LUMIP']",['BGC'],Land only simulations,2014,historical land-only,land-hist,165,['no parent'],['no parent'],['LAND'],1850 or 1700,['none'],1
174,['LUMIP'],[''],Land only simulations,2014,historical land-only alternate land-use history,land-hist-altLu1,165,['no parent'],['no parent'],"['LAND', 'BGC']",1850 or 1700,['none'],2
175,['LUMIP'],[''],Land only simulations,2014,historical land-only alternate land use history,land-hist-altLu2,165,['no parent'],['no parent'],"['LAND', 'BGC']",1850 or 1700,['none'],2
176,['LUMIP'],[''],Same as land-hist except starting from either 1700 (for models that typically start in 1850) or 1850 (for models that typically start in 1700),2014,historical land-only alternate start year,land-hist-altStartYear,165,['no parent'],['no parent'],"['LAND', 'BGC']",1850 or 1700,['none'],1
177,['LS3MIP'],['BGC'],Land only simulations,2014,as land-hist with CRU-NCEP forcings,land-hist-cruNcep,165,['no parent'],['no parent'],['LAND'],1850,['none'],2
178,['LS3MIP'],['BGC'],Land only simulations,2014,as land-hist with Princeton forcings,land-hist-princeton,165,['no parent'],['no parent'],['LAND'],1850,['none'],2
